Área de Avaliação	Código da IES	Nome da IES*	Categoria Administrativa	Modalidade de Ensino	Sigla da UF** 	Nº  de Concluintes Participantes	Nota Padronizada - FG	Nota Padronizada - CE	Conceito Enade (Contínuo)	Conceito Enade (Faixa)	 Proporção de Concluintes participantes com nota no Enem	 Nota Bruta - IDD	 IDD (Contínuo)	 IDD (Faixa)
ENGENHARIA DE PRODUÇÃO	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	7	3,239410407	2,114532374	2,395751882	3	0,571428571	-0,366287459	2,177030421	3
ENGENHARIA QUÍMICA	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	5	2,394371215	2,101702206	2,174869458	3	1	0,160704428	2,362104552	3
TECNOLOGIA EM AGRONEGÓCIOS	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	8	2,25972628	3,078930202	2,874129222	3	0,625	-0,704361901	0,981244879	2
AGRONOMIA	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	26	2,745705733	3,046756267	2,971493633	4	0,846153846	-1,289421611	2,091675809	3
ENGENHARIA FLORESTAL	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	14	2,502336645	0,74688451	1,185747544	2	1	-3,786543326	0,921784964	1
ENGENHARIA DE PRODUÇÃO	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	35	2,028586317	2,375942446	2,289103414	3	0,714285714	1,084090912	2,972681061	4
BIOMEDICINA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	16	3,19761805	3,078200808	3,108055118	4	0,9375	1,878510502	2,701706494	3
ENGENHARIA DE ALIMENTOS	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	7	4,156677942	3,706257719	3,818862775	4	0,857142857	1,816424003	3,394367014	4
FARMÁCIA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	9	3,056799154	3,116806648	3,101804774	4	0,888888889	2,421369032	3,025777012	4
FISIOTERAPIA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação a Distância	RS	3	3,727238666	4,401998799	4,233308765	5	0,333333333			SC
FISIOTERAPIA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	30	3,412963657	3,717710666	3,641523913	4	0,9	4,499706109	3,765262309	4
ENGENHARIA AMBIENTAL	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	8	3,945328625	2,915698866	3,173106306	4	0,875	1,874720282	3,556779715	4
ARQUITETURA E URBANISMO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	132	2,498135682	3,300158604	3,099652874	4	0,795454545	4,440057542	4,587567468	5
ENGENHARIA ELÉTRICA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	34	2,872251931	3,121539792	3,059217827	4	0,705882353	2,319382724	3,716613614	4
ENGENHARIA CIVIL	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	100	3,054135338	2,750226042	2,826203366	3	0,79	4,139837683	3,320905302	4
BIOMEDICINA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação a Distância	RS	21	1,836580624	2,170256788	2,086837747	3	0,333333333	-2,146331735	1,806977519	2
MEDICINA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	64	3,54662584	3,041020996	3,167422207	4	1	1,259884874	2,721005234	3
ENGENHARIA DE PRODUÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação a Distância	RS	1				SC	1			SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação a Distância	RS	3	4,127337489	2,099468722	2,606435914	3	0,333333333			SC
ENFERMAGEM	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	15	4,235315482	4,327871178	4,304732254	5	0,8	7,790156538	4,479245036	5
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	8	2,269044819	3,128887243	2,913926637	3	0,625	0,099220953	2,265206007	3
ENGENHARIA QUÍMICA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	22	3,167750267	2,535097177	2,69326045	3	0,954545455	1,448594822	3,109824	4
ENGENHARIA DE COMPUTAÇÃO I	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	22	3,460212046	3,902044683	3,791586524	4	0,727272727	6,094994524	4,740401297	5
ENGENHARIA MECÂNICA	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	64	2,794421381	3,232883112	3,12326768	4	0,734375	5,477678075	4,444563455	5
NUTRIÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	38	3,019179304	3,392038689	3,298823842	4	0,868421053	3,458794447	4,09346076	5
ENGENHARIA DE PRODUÇÃO	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação Presencial	RS	65	2,756644085	3,211679026	3,097920291	4	0,630769231	2,0308596	3,492060781	4
TECNOLOGIA EM GESTÃO AMBIENTAL	14	UNIVERSIDADE DO VALE DO RIO DOS SINOS	Comunitária/Confessional	Educação a Distância	RS	4	1,558113419	3,057651471	2,682766958	3	0,25			SC
TECNOLOGIA EM GESTÃO AMBIENTAL	12	UNIVERSIDADE FEDERAL DO RIO GRANDE	Pública Federal	Educação Presencial	RS	3	1,431779899	0	0,357944975	1	1	-2,365948596	0,023774834	1
FISIOTERAPIA	423	UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES	Comunitária/Confessional	Educação Presencial	RS	13	0,431276479	2,224451045	1,776157403	2	0,923076923	-1,970795838	1,95846864	3
AGRONOMIA	3336	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Pública Estadual	Educação Presencial	RS	22	2,257097509	2,235777196	2,241107274	3	0,954545455	-0,42921574	2,350974521	3
AGRONOMIA	4098	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA	Pública Federal	Educação Presencial	RS	42	2,080939544	2,545850761	2,429622957	3	0,976190476	-1,881417641	1,913225728	2
ENGENHARIA MECÂNICA	1578	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE	Pública Federal	Educação Presencial	RS	37	3,988467513	3,275569147	3,453793739	4	0,783783784	2,739340944	3,378968891	4
ENGENHARIA CIVIL	18034	Centro de Ensino Superior Riograndense	Privada com fins lucrativos	Educação Presencial	RS	0				SC				SC
MEDICINA VETERINÁRIA	18034	Centro de Ensino Superior Riograndense	Privada com fins lucrativos	Educação Presencial	RS	26	2,314053262	1,994921467	2,074704416	3	0,923076923	0,348342339	2,45382199	3
AGRONOMIA	18034	Centro de Ensino Superior Riograndense	Privada com fins lucrativos	Educação Presencial	RS	19	1,932766593	2,252032724	2,172216191	3	0,631578947	-2,036209332	1,866565635	2
TECNOLOGIA EM GESTÃO AMBIENTAL	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	16	1,848505053	2,164753987	2,085691754	3	0,5	-0,35649356	1,863376649	2
AGRONOMIA	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	30	3,305214243	3,022653337	3,093293563	4	0,833333333	0,146786189	2,524603373	3
ZOOTECNIA	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	21	2,889820706	1,799394725	2,072001221	3	1	1,128878428	2,920978728	3
FISIOTERAPIA	5285	FACULDADES INTEGRADAS DE TAQUARA	Comunitária/Confessional	Educação Presencial	RS	14	3,872397367	4,00742723	3,973669764	5	0,928571429	7,976656658	4,736150239	5
ENFERMAGEM	5285	FACULDADES INTEGRADAS DE TAQUARA	Comunitária/Confessional	Educação Presencial	RS	14	3,934974459	4,078121992	4,042335108	5	0,928571429	11,11286606	5	5
ENGENHARIA DE PRODUÇÃO	5285	FACULDADES INTEGRADAS DE TAQUARA	Comunitária/Confessional	Educação Presencial	RS	15	2,428348098	2,599366906	2,556612204	3	0,733333333	2,219793161	3,595706223	4
ENFERMAGEM	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	18	1,438323373	2,535409425	2,261137912	3	0,722222222	0,710837922	2,710310901	3
ODONTOLOGIA	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	13	1,844602396	2,000958773	1,961869679	3	0,538461538	0,621616657	2,645470552	3
ARQUITETURA E URBANISMO	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	34	2,058345397	2,470057611	2,367129557	3	0,852941176	4,965218887	4,816183052	5
FISIOTERAPIA	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	15	2,725515174	3,275790508	3,138221675	4	0,666666667	3,906845334	3,59971455	4
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	449	UNIVERSIDADE LUTERANA DO BRASIL	Comunitária/Confessional	Educação Presencial	RS	8	3,92141585	4,521120597	4,37119441	5	0,5	7,79435203	4,947102044	5
ENGENHARIA DE PRODUÇÃO	581	UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	3	2,872155637	3,170647482	3,096024521	4	0			SC
ENFERMAGEM	294	FACULDADE TRÊS DE MAIO	Comunitária/Confessional	Educação Presencial	RS	24	2,265307723	2,391466269	2,359926633	3	0,875	0,227856327	2,589626598	3
ENGENHARIA DE COMPUTAÇÃO I	294	FACULDADE TRÊS DE MAIO	Comunitária/Confessional	Educação Presencial	RS	3	2,478976065	1,189361121	1,511764857	2	1	1,058682304	2,723091511	3
ENGENHARIA DE PRODUÇÃO	294	FACULDADE TRÊS DE MAIO	Comunitária/Confessional	Educação Presencial	RS	10	1,121677957	2,874935252	2,436620928	3	0,7	0,630332758	2,723757764	3
AGRONOMIA	294	FACULDADE TRÊS DE MAIO	Comunitária/Confessional	Educação Presencial	RS	47	2,206792398	2,576007739	2,483703904	3	0,914893617	1,667730078	2,983073611	4
AGRONOMIA	3336	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Pública Estadual	Educação Presencial	RS	20	3,772803498	3,265948584	3,392662312	4	0,95	3,419485671	3,511119261	4
MEDICINA VETERINÁRIA	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	40	3,090866083	3,25283739	3,212344563	4	0,95	0,220329946	2,412079223	3
ENFERMAGEM	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	31	2,628749479	3,373172512	3,187066754	4	1	0,983997025	2,778566122	3
FARMÁCIA	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	23	2,928890558	2,947836913	2,943100324	3	1	1,967041048	2,902565595	3
FISIOTERAPIA	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	18	2,706631697	2,760089564	2,746725097	3	1	-1,531099325	2,081247503	3
MEDICINA	5322	FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA	Pública Federal	Educação Presencial	RS	37	3,502771564	3,575791687	3,557536656	4	0,891891892	0,877867208	2,595478255	3
AGRONOMIA	13	UNIVERSIDADE DE CAXIAS DO SUL	Comunitária/Confessional	Educação Presencial	RS	22	2,502977776	2,638657463	2,604737541	3	0,636363636	3,721318535	3,602103147	4
AGRONOMIA	3336	UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL	Pública Estadual	Educação Presencial	RS	14	3,393623976	2,559254599	2,767846943	3	1	-0,519355035	2,323803115	3
AGRONOMIA	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	15	3,548177287	2,956756328	3,104611568	4	0,8	3,88539175	3,651561044	4
TECNOLOGIA EM GESTÃO AMBIENTAL	601	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL	Pública Federal	Educação Presencial	RS	26	2,708612275	2,719572931	2,716832767	3	0,5	-1,029712645	1,247062759	2
ENGENHARIA FLORESTAL	1028	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	Pública Estadual	Educação Presencial	MS	19	2,229754111	1,122482384	1,399300316	2	0,842105263	-1,510912698	1,89111872	2
ENGENHARIA CIVIL	15520	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	24	2,393483709	2,371508085	2,377001991	3	0,958333333	1,18584255	2,527532848	3
AGRONOMIA	1028	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	Pública Estadual	Educação Presencial	MS	35	1,853766551	2,181079335	2,099251139	3	0,857142857	-3,282902307	1,490765035	2
ZOOTECNIA	1028	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	Pública Estadual	Educação Presencial	MS	26	0	0,534171406	0,400628554	1	0,961538462	-6,152109438	0,149783131	1
ZOOTECNIA	387	UNIVERSIDADE CATÓLICA DOM BOSCO	Comunitária/Confessional	Educação Presencial	MS	7	2,222672065	1,660181582	1,800804203	2	1	1,081575619	2,902974944	3
TECNOLOGIA EM RADIOLOGIA	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	13	2,544063242	2,378792522	2,420110202	3	0,692307692	4,133217337	3,176032554	4
BIOMEDICINA	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	51	2,123015004	2,248905872	2,217433155	3	0,666666667	1,149299869	2,539601784	3
ENFERMAGEM	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	43	2,578145816	3,374625312	3,175505438	4	0,790697674	4,11832264	3,561751041	4
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	34	2,300691425	4,087808971	3,641029585	4	0,352941176	4,059204716	3,779291343	4
NUTRIÇÃO	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	24	2,149551346	2,215296339	2,198860091	3	0,708333333	-0,875714728	2,212608333	3
ARQUITETURA E URBANISMO	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	23	2,139693929	2,090611316	2,102881969	3	0,695652174	-4,220834484	0,817269245	1
FISIOTERAPIA	4429	CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL	Privada sem fins lucrativos	Educação Presencial	MS	21	2,616068083	2,964611436	2,877475598	3	0,666666667	1,166833123	2,834605945	3
ENFERMAGEM	2149	FACULDADE MATO GROSSO DO SUL	Privada com fins lucrativos	Educação Presencial	MS	80	1,600212137	2,010223806	1,907720889	2	0,4625	-1,992114605	2,034914686	3
FISIOTERAPIA	2149	FACULDADE MATO GROSSO DO SUL	Privada com fins lucrativos	Educação Presencial	MS	9	1,756463095	1,639360676	1,66863628	2	0,666666667	-0,304729421	2,423693483	3
MEDICINA	1028	UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL	Pública Estadual	Educação Presencial	MS	40	3,329027509	3,922413284	3,774066841	4	0,925	1,796827066	2,89743878	3
FARMÁCIA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	5	0,211446707	0,644501082	0,536237488	1	0,8	-3,576682478	1,399136228	2
ENGENHARIA DE PRODUÇÃO	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	2	3,29338197	0,382733813	1,110395852	2	0,5			SC
ENGENHARIA ELÉTRICA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	4	0,774410774	0,628676471	0,665110047	1	0,5	-0,115340058	2,523044393	3
ENGENHARIA CIVIL	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	2	2,211779449	1,612005495	1,761948984	2	1	-0,554469019	2,060126777	3
ENFERMAGEM	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	34	1,603289317	1,750163781	1,713445165	2	0,470588235	-5,234896963	1,224629302	2
FISIOTERAPIA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	20	0,256500562	1,834389165	1,439917014	2	0,4	-1,9254528	1,971130024	3
TECNOLOGIA EM RADIOLOGIA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	1				SC	1			SC
BIOMEDICINA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	13	2,096554785	1,251551202	1,462802098	2	0,692307692	-1,467342481	1,957917934	3
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	5	2,137723768	0,949650941	1,246669148	2	0,2			SC
ENGENHARIA MECÂNICA	926	Centro Universitário Anhanguera Pitágoras Unopar de Campo Grande	Privada com fins lucrativos	Educação Presencial	MS	10	2,205979791	0,502888209	0,928661105	1	0,8	-2,459113891	1,356045874	2
BIOMEDICINA	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	11	0,708274104	0,60419206	0,630212571	1	0,727272727	-5,452993885	1,071901145	2
ENFERMAGEM	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	32	2,30928802	1,939131553	2,03167067	3	0,625	-2,116529327	2,003826744	3
ENGENHARIA AMBIENTAL	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	1				SC	1			SC
ENGENHARIA CIVIL	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	27	1,450849346	1,247658574	1,298456267	2	0,555555556	-3,092487416	1,378475728	2
FARMÁCIA	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	16	1,798466171	1,466771132	1,549694892	2	0,5	-3,568203784	1,401435607	2
NUTRIÇÃO	862	FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE	Privada com fins lucrativos	Educação Presencial	MS	9	1,57688047	1,338575336	1,398151619	2	0,666666667	-1,732672051	1,840753021	2
ENGENHARIA QUÍMICA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	11	4,39481653	3,482706994	3,710734378	4	1	2,135487667	3,508618138	4
ENGENHARIA DE COMPUTAÇÃO I	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	53	2,72194353	3,476524997	3,28787963	4	0,981132075	0,11494412	2,345074385	3
ENGENHARIA DE PRODUÇÃO	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	65	2,886118571	3,797401217	3,569580556	4	0,846153846	1,648342533	3,282219021	4
ENGENHARIA CIVIL	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	36	2,770467836	3,621558643	3,408785941	4	0,944444444	3,100904393	3,041872664	4
NUTRIÇÃO	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	30	4,140677966	3,511009759	3,668426811	4	1	-0,354805869	2,438643774	3
ARQUITETURA E URBANISMO	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	74	4,148267613	3,7843464	3,875326703	4	0,905405405	1,340947023	3,238448827	4
ENGENHARIA AMBIENTAL	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	46	2,767150113	2,45768904	2,535054309	3	0,934782609	-3,738082544	0,357434619	1
ENGENHARIA DE ALIMENTOS	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	12	3,587430079	2,413304515	2,706835906	3	1	-0,14149985	2,264002602	3
ENGENHARIA CIVIL	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	37	3,73061031	4,264609133	4,131109427	5	0,945945946	7,30799016	4,171795296	5
FARMÁCIA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	32	3,825574858	4,049906422	3,993823531	5	0,90625	4,423112786	3,568639644	4
MEDICINA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	68	3,624418347	4,290325022	4,123848353	5	0,985294118	2,832559573	3,237769568	4
MEDICINA VETERINÁRIA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	64	3,114834726	3,801229523	3,629630824	4	0,9375	1,529269048	2,838903051	3
ODONTOLOGIA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	33	3,953183927	3,99169617	3,982068109	5	0,96969697	2,305661174	3,093787593	4
ENGENHARIA ELÉTRICA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	34	2,525648643	3,982266436	3,618111988	4	0,941176471	1,709682007	3,417721266	4
ENFERMAGEM	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	38	4,174971718	3,979756798	4,028560528	5	1	1,641905109	2,942959919	3
ZOOTECNIA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	39	3,048582996	1,489108384	1,878977037	2	1	-3,886491099	1,012093532	2
FISIOTERAPIA	694	UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL	Pública Federal	Educação Presencial	MS	29	3,235462074	3,541991906	3,465359448	4	1	-0,598100206	2,341773953	3
NUTRIÇÃO	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação Presencial	MS	12	2,363575939	2,757373508	2,658924116	3	0,583333333	2,342106927	3,60890199	4
AGRONOMIA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	27	1,370508521	1,026298853	1,11235127	2	0,037037037			SC
TECNOLOGIA EM GESTÃO HOSPITALAR	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	11	1,603203248	2,083333333	1,963300812	3	0,272727273	0,011768162	1,896100149	2
FISIOTERAPIA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	7	0,483005941	1,296761509	1,093322617	2	0,142857143			SC
ENGENHARIA MECÂNICA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	20	1,926453537	1,03567788	1,258371794	2	0,1			SC
BIOMEDICINA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	14	2,412775237	2,738871988	2,6573478	3	0,571428571	9,225971744	4,335059077	5
TECNOLOGIA EM RADIOLOGIA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação a Distância	MS	1				SC	1			SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	671	UNIVERSIDADE ANHANGUERA	Privada com fins lucrativos	Educação Presencial	MS	5	1,361531612	2,779304732	2,424861452	3	0,6	1,916086333	3,109235688	4
